# Release-assert inventory (ADR-0107 D2; review of 2026-08-30, Theme 4).
# class<TAB>count<TAB>file<TAB>kind<TAB>message<TAB>justification
# I = invariant on the callee's own state; C = claim about a caller, with the enforcing
# check named as a resolving `path/from/root.rs:Symbol` (ADR-0107 D2, first amendment);
# F = fail-stop the policy sanctions; U = unaudited crate (none remain).
# Audited: batch 11 (2026-09-02) inf-alloc, inf-log, inf-store — the review's Theme-4 set;
# batch 12 (2026-09-02) the other eight crates — inf-foundation, inf-wire, inf-fabric,
# inf-simd, inf-runtime, inf-doc, inf-query, inf-server. Every cell crate is audited;
# a new crate is U from its first commit until its audit story.
F	1	crates/inf-alloc/src/aligned.rs	assert	aligned box allocation failed	allocation failure is process-abort, the same fail-stop the global allocator applies to every `Vec` growth (`std::alloc::handle_alloc_error`); inf-alloc/SAFETY.md row `aligned.rs::AlignedPool::new / AlignedBox::new`
I	2	crates/inf-alloc/src/aligned.rs	assert	aligned buffer id out of range	`AlignedBufId` is issued only by this pool's `lease`; the bound is checked before the offset forms (SAFETY.md `aligned.rs::bytes`)
F	1	crates/inf-alloc/src/aligned.rs	assert	aligned pool allocation failed	allocation failure is process-abort, the same fail-stop the global allocator applies to every `Vec` growth (`std::alloc::handle_alloc_error`); inf-alloc/SAFETY.md row `aligned.rs::AlignedPool::new / AlignedBox::new`
C	1	crates/inf-alloc/src/aligned.rs	assert	buf_size must be a multiple of the alignment	the only production pool is `crates/inf-server/src/tier_cell.rs:TierCell::create_ns` — count = COLD-READ-QD (1..=4096 by crates/inf-store/src/ns.rs:TierSpec::validate), buf_size = the const COLD_POOL_BUF (4 × TIER_FRAME_BYTES); ≤ 256 MiB ≪ isize::MAX
C	1	crates/inf-alloc/src/aligned.rs	assert	empty aligned box	every production box is a const length: `crates/inf-log/src/segment.rs:ZERO_FILL_SLICE_BYTES` (256 KiB, `crates/inf-server/src/durable.rs:DurableCell::new`) and `crates/inf-log/src/ckpt.rs:ICK_BLOCK_ALIGN` (= FRAME_ALIGN, `inf-server/src/ckpt.rs`)
C	1	crates/inf-alloc/src/aligned.rs	assert	empty buffers	the only production pool is `crates/inf-server/src/tier_cell.rs:TierCell::create_ns` — count = COLD-READ-QD (1..=4096 by crates/inf-store/src/ns.rs:TierSpec::validate), buf_size = the const COLD_POOL_BUF (4 × TIER_FRAME_BYTES); ≤ 256 MiB ≪ isize::MAX
C	1	crates/inf-alloc/src/aligned.rs	assert	empty pool	the only production pool is `crates/inf-server/src/tier_cell.rs:TierCell::create_ns` — count = COLD-READ-QD (1..=4096 by crates/inf-store/src/ns.rs:TierSpec::validate), buf_size = the const COLD_POOL_BUF (4 × TIER_FRAME_BYTES); ≤ 256 MiB ≪ isize::MAX
C	1	crates/inf-alloc/src/aligned.rs	assert	len must be a multiple of the alignment	every production box is a const length: `crates/inf-log/src/segment.rs:ZERO_FILL_SLICE_BYTES` (256 KiB, `crates/inf-server/src/durable.rs:DurableCell::new`) and `crates/inf-log/src/ckpt.rs:ICK_BLOCK_ALIGN` (= FRAME_ALIGN, `inf-server/src/ckpt.rs`)
I	1	crates/inf-alloc/src/aligned.rs	assert	release of a non-leased aligned buffer {}	lease-bitmap lifecycle of the pool's own state (double release / never leased) — the M0 buffer-pool contract
C	1	crates/inf-alloc/src/aligned.rs	expect	box layout within isize::MAX	every production box is a const length: `crates/inf-log/src/segment.rs:ZERO_FILL_SLICE_BYTES` (256 KiB, `crates/inf-server/src/durable.rs:DurableCell::new`) and `crates/inf-log/src/ckpt.rs:ICK_BLOCK_ALIGN` (= FRAME_ALIGN, `inf-server/src/ckpt.rs`)
C	1	crates/inf-alloc/src/aligned.rs	expect	pool layout within isize::MAX	the only production pool is `crates/inf-server/src/tier_cell.rs:TierCell::create_ns` — count = COLD-READ-QD (1..=4096 by crates/inf-store/src/ns.rs:TierSpec::validate), buf_size = the const COLD_POOL_BUF (4 × TIER_FRAME_BYTES); ≤ 256 MiB ≪ isize::MAX
I	2	crates/inf-alloc/src/aligned.rs	expect	validated at construction	layout re-derived in Drop from the constructor's validated (count, buf_size)
I	2	crates/inf-alloc/src/arena.rs	assert	arena range escapes chunk (stale addr or bad len)	offset+len bounds-checked against the owning chunk's mapped length before the slice forms — a stale addr panics instead of UB (SAFETY.md `arena.rs::bytes`)
I	1	crates/inf-alloc/src/arena.rs	assert	chunk count exceeds 48-bit address space	`ArenaAddr` packs the chunk index into 27 bits; the chunk table is the arena's own state
C	1	crates/inf-alloc/src/arena.rs	assert	chunk_size must be a power of two in [64 KiB, 2 MiB]	`crates/inf-alloc/src/arena.rs:ArenaConfig::default` is the only production constructor (`crates/inf-store/src/store.rs:StoreConfig::default`; no flag sets chunk_size)
I	1	crates/inf-alloc/src/arena.rs	assert	double unmap of huge chunk	chunk entry is zeroed after unmap (SAFETY.md `arena.rs::unmap_chunk`)
I	1	crates/inf-alloc/src/arena.rs	expect	chunk index fits u32	`ArenaAddr` packs the chunk index into 27 bits; the chunk table is the arena's own state
C	1	crates/inf-alloc/src/buffer_pool.rs	assert	buffer count exceeds id space	`bins/infinityd/src/main.rs:parse_args` (--buffers 1..=u32::MAX, --buf-size ≥ 1); the DST harnesses pass literals (`bins/inf-sim/src/harness.rs`, `durable.rs`)
I	1	crates/inf-alloc/src/buffer_pool.rs	assert	buffer {} promoted while not staged	slot-state lifecycle of the pool's own table (M0 buffer-pool contract; the lease → promote → release typestate)
I	1	crates/inf-alloc/src/buffer_pool.rs	assert	buffer {} released while not leased (double release?)	slot-state lifecycle of the pool's own table (M0 buffer-pool contract; the lease → promote → release typestate)
I	1	crates/inf-alloc/src/buffer_pool.rs	assert	buffer {} unstaged while not staged	slot-state lifecycle of the pool's own table (M0 buffer-pool contract; the lease → promote → release typestate)
C	1	crates/inf-alloc/src/buffer_pool.rs	assert	pool dimensions must be non-zero	`bins/infinityd/src/main.rs:parse_args` (--buffers 1..=u32::MAX, --buf-size ≥ 1); the DST harnesses pass literals (`bins/inf-sim/src/harness.rs`, `durable.rs`)
I	1	crates/inf-alloc/src/region.rs	assert	commit past reservation	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	decommit of uncommitted page {page}	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	decommit past reservation	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	double commit of page {page}	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	empty commit	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	empty decommit	the page bitmap is the region's own state (ADR-0052 D2 commit-window discipline)
I	1	crates/inf-alloc/src/region.rs	assert	empty region access	offset+len bounds-checked against the reservation before the slice forms (SAFETY.md `region.rs::bytes`)
F	1	crates/inf-alloc/src/region.rs	assert	host page size {sz} not a power of two	host invariant probed at the first ring reservation (cell boot / namespace create): an unsupported page geometry is fail-fast — SAFETY.md row `region.rs::protect_read_write`
I	1	crates/inf-alloc/src/region.rs	assert	madvise(decommit) failed: {}	DONTNEED / PROT_NONE on a live private anonymous range fail only for a broken range (EINVAL, ENOMEM-unmapped) — SAFETY.md row `region.rs::release_and_protect_none`
F	1	crates/inf-alloc/src/region.rs	assert	mprotect(commit) failed: {}	the one reachable OS failure is commit-charge exhaustion under vm.overcommit_memory=2 (ENOMEM) — the same fail-stop the global allocator applies to any `Vec` growth; VMA count is bounded by the ring's window discipline (≤ 3 protections) so max_map_count is unreachable — SAFETY.md row; disclosed in the batch-11 ledger entry
I	1	crates/inf-alloc/src/region.rs	assert	mprotect(decommit) failed: {}	DONTNEED / PROT_NONE on a live private anonymous range fail only for a broken range (EINVAL, ENOMEM-unmapped) — SAFETY.md row `region.rs::release_and_protect_none`
